module_id,trait_in,trait_out,in_name,out_name,subpathway_cn,subpathway_en,pathway_class,rule_confidence,ratio_trait,direction_sign,suggested_forward_ratio_expr,suggested_reverse_ratio_expr,suggested_forward_ratio_name,suggested_reverse_ratio_name,fill_rule,note,norm_fwd,norm_rev
M_306,GCST90200090,GCST90200327,Dihomo-linolenoyl-choline,Choline,头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200327 / GCST90200090,GCST90200090 / GCST90200327,Choline / Dihomo-linolenoyl-choline,Dihomo-linolenoyl-choline / Choline,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200327/gcst90200090,gcst90200090/gcst90200327
M_307,GCST90200091,GCST90200327,Docosahexaenoylcholine,Choline,头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200327 / GCST90200091,GCST90200091 / GCST90200327,Choline / Docosahexaenoylcholine,Docosahexaenoylcholine / Choline,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200327/gcst90200091,gcst90200091/gcst90200327
M_308,GCST90200130,GCST90200327,Linoleoylcholine,Choline,头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200327 / GCST90200130,GCST90200130 / GCST90200327,Choline / Linoleoylcholine,Linoleoylcholine / Choline,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200327/gcst90200130,gcst90200130/gcst90200327
M_309,GCST90200281,GCST90199808,Phosphoethanolamine,Glycerophosphoethanolamine,头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90200281,GCST90200281 / GCST90199808,Glycerophosphoethanolamine / Phosphoethanolamine,Phosphoethanolamine / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90200281,gcst90200281/gcst90199808
M_310,GCST90200327,GCST90199629,Choline,Glycerophosphorylcholine (GPC),头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90200327,GCST90200327 / GCST90199629,Glycerophosphorylcholine (GPC) / Choline,Choline / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90200327,gcst90200327/gcst90199629
M_311,GCST90200327,GCST90200363,Choline,Choline phosphate,头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,高,GCST90200959,1.0,GCST90200363 / GCST90200327,GCST90200327 / GCST90200363,Choline phosphate / Choline,Choline / Choline phosphate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200363/gcst90200327,gcst90200327/gcst90200363
M_312,GCST90200363,GCST90199629,Choline phosphate,Glycerophosphorylcholine (GPC),头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90200363,GCST90200363 / GCST90199629,Glycerophosphorylcholine (GPC) / Choline phosphate,Choline phosphate / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90200363,gcst90200363/gcst90199629
M_313,GCST90200401,GCST90199659,Myo-inositol,1-stearoyl-GPI (18:0),头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90199659 / GCST90200401,GCST90200401 / GCST90199659,1-stearoyl-GPI (18:0) / Myo-inositol,Myo-inositol / 1-stearoyl-GPI (18:0),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199659/gcst90200401,gcst90200401/gcst90199659
M_314,GCST90200401,GCST90199843,Myo-inositol,Chiro-inositol,头基前体,Head Group Precursors,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90199843 / GCST90200401,GCST90200401 / GCST90199843,Chiro-inositol / Myo-inositol,Myo-inositol / Chiro-inositol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199843/gcst90200401,gcst90200401/gcst90199843
M_315,GCST90199649,GCST90200401,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Myo-inositol,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200401 / GCST90199649,GCST90199649 / GCST90200401,Myo-inositol / 1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4) / Myo-inositol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200401/gcst90199649,gcst90199649/gcst90200401
M_316,GCST90199652,GCST90200415,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Serine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200415 / GCST90199652,GCST90199652 / GCST90200415,Serine / 1-stearoyl-2-oleoyl-GPS (18:0/18:1),1-stearoyl-2-oleoyl-GPS (18:0/18:1) / Serine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200415/gcst90199652,gcst90199652/gcst90200415
M_317,GCST90199653,GCST90199629,1-myristoyl-2-palmitoyl-gpc (14:0/16:0),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199653,GCST90199653 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-myristoyl-2-palmitoyl-gpc (14:0/16:0),1-myristoyl-2-palmitoyl-gpc (14:0/16:0) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199653,gcst90199653/gcst90199629
M_318,GCST90199659,GCST90200401,1-stearoyl-GPI (18:0),Myo-inositol,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200401 / GCST90199659,GCST90199659 / GCST90200401,Myo-inositol / 1-stearoyl-GPI (18:0),1-stearoyl-GPI (18:0) / Myo-inositol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200401/gcst90199659,gcst90199659/gcst90200401
M_319,GCST90199660,GCST90199629,"1,2-dipalmitoyl-gpc (16:0/16:0)",Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199660,GCST90199660 / GCST90199629,"Glycerophosphorylcholine (GPC) / 1,2-dipalmitoyl-gpc (16:0/16:0)","1,2-dipalmitoyl-gpc (16:0/16:0) / Glycerophosphorylcholine (GPC)",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199660,gcst90199660/gcst90199629
M_320,GCST90199810,GCST90200401,1-palmitoyl-GPI (16:0),Myo-inositol,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200401 / GCST90199810,GCST90199810 / GCST90200401,Myo-inositol / 1-palmitoyl-GPI (16:0),1-palmitoyl-GPI (16:0) / Myo-inositol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200401/gcst90199810,gcst90199810/gcst90200401
M_321,GCST90199821,GCST90200401,1-linoleoyl-GPI (18:2),Myo-inositol,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200401 / GCST90199821,GCST90199821 / GCST90200401,Myo-inositol / 1-linoleoyl-GPI (18:2),1-linoleoyl-GPI (18:2) / Myo-inositol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200401/gcst90199821,gcst90199821/gcst90200401
M_322,GCST90199822,GCST90200401,1-oleoyl-GPI (18:1),Myo-inositol,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90200401 / GCST90199822,GCST90199822 / GCST90200401,Myo-inositol / 1-oleoyl-GPI (18:1),1-oleoyl-GPI (18:1) / Myo-inositol,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200401/gcst90199822,gcst90199822/gcst90200401
M_323,GCST90199831,GCST90199808,1-stearoyl-2-oleoyl-GPE (18:0/18:1),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199831,GCST90199831 / GCST90199808,Glycerophosphoethanolamine / 1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199831,gcst90199831/gcst90199808
M_324,GCST90199844,GCST90199808,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199844,GCST90199844 / GCST90199808,Glycerophosphoethanolamine / 1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199844,gcst90199844/gcst90199808
M_325,GCST90199772,GCST90199808,1-stearoyl-GPE (18:0),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199772,GCST90199772 / GCST90199808,Glycerophosphoethanolamine / 1-stearoyl-GPE (18:0),1-stearoyl-GPE (18:0) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199772,gcst90199772/gcst90199808
M_326,GCST90199777,GCST90199629,1-palmitoleoyl-GPC (16:1),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199777,GCST90199777 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-palmitoleoyl-GPC (16:1),1-palmitoleoyl-GPC (16:1) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199777,gcst90199777/gcst90199629
M_327,GCST90199780,GCST90199638,1-stearoyl-GPG (18:0),Glycerol 3-phosphate,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90199638 / GCST90199780,GCST90199780 / GCST90199638,Glycerol 3-phosphate / 1-stearoyl-GPG (18:0),1-stearoyl-GPG (18:0) / Glycerol 3-phosphate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199638/gcst90199780,gcst90199780/gcst90199638
M_328,GCST90199788,GCST90199629,1-arachidonoyl-gpc (20:4n6),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199788,GCST90199788 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-arachidonoyl-gpc (20:4n6),1-arachidonoyl-gpc (20:4n6) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199788,gcst90199788/gcst90199629
M_329,GCST90199789,GCST90199629,2-palmitoyl-GPC (16:0),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199789,GCST90199789 / GCST90199629,Glycerophosphorylcholine (GPC) / 2-palmitoyl-GPC (16:0),2-palmitoyl-GPC (16:0) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199789,gcst90199789/gcst90199629
M_330,GCST90199790,GCST90199629,2-palmitoleoyl-GPC (16:1),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199790,GCST90199790 / GCST90199629,Glycerophosphorylcholine (GPC) / 2-palmitoleoyl-GPC (16:1),2-palmitoleoyl-GPC (16:1) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199790,gcst90199790/gcst90199629
M_331,GCST90199791,GCST90199808,1-arachidonoyl-GPE (20:4n6),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199791,GCST90199791 / GCST90199808,Glycerophosphoethanolamine / 1-arachidonoyl-GPE (20:4n6),1-arachidonoyl-GPE (20:4n6) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199791,gcst90199791/gcst90199808
M_332,GCST90199792,GCST90199808,1-palmitoyl-GPE (16:0),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199792,GCST90199792 / GCST90199808,Glycerophosphoethanolamine / 1-palmitoyl-GPE (16:0),1-palmitoyl-GPE (16:0) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199792,gcst90199792/gcst90199808
M_333,GCST90199793,GCST90199808,1-linoleoyl-GPE (18:2),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199793,GCST90199793 / GCST90199808,Glycerophosphoethanolamine / 1-linoleoyl-GPE (18:2),1-linoleoyl-GPE (18:2) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199793,gcst90199793/gcst90199808
M_334,GCST90199794,GCST90199808,1-oleoyl-GPE (18:1),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199794,GCST90199794 / GCST90199808,Glycerophosphoethanolamine / 1-oleoyl-GPE (18:1),1-oleoyl-GPE (18:1) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199794,gcst90199794/gcst90199808
M_335,GCST90199895,GCST90199629,1-lignoceroyl-GPC (24:0),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199895,GCST90199895 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-lignoceroyl-GPC (24:0),1-lignoceroyl-GPC (24:0) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199895,gcst90199895/gcst90199629
M_336,GCST90199899,GCST90199629,1-(1-enyl-palmitoyl)-GPC (p-16:0),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199899,GCST90199899 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-(1-enyl-palmitoyl)-GPC (p-16:0),1-(1-enyl-palmitoyl)-GPC (p-16:0) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199899,gcst90199899/gcst90199629
M_337,GCST90199906,GCST90199808,1-(1-enyl-palmitoyl)-GPE (p-16:0),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199906,GCST90199906 / GCST90199808,Glycerophosphoethanolamine / 1-(1-enyl-palmitoyl)-GPE (p-16:0),1-(1-enyl-palmitoyl)-GPE (p-16:0) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199906,gcst90199906/gcst90199808
M_338,GCST90199910,GCST90199808,1-(1-enyl-stearoyl)-GPE (p-18:0),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90199910,GCST90199910 / GCST90199808,Glycerophosphoethanolamine / 1-(1-enyl-stearoyl)-GPE (p-18:0),1-(1-enyl-stearoyl)-GPE (p-18:0) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90199910,gcst90199910/gcst90199808
M_339,GCST90199727,GCST90199629,1-oleoyl-GPC (18:1),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199727,GCST90199727 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-oleoyl-GPC (18:1),1-oleoyl-GPC (18:1) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199727,gcst90199727/gcst90199629
M_340,GCST90199732,GCST90199629,1-stearoyl-gpc (18:0),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199732,GCST90199732 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-stearoyl-gpc (18:0),1-stearoyl-gpc (18:0) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199732,gcst90199732/gcst90199629
M_341,GCST90199733,GCST90199629,1-palmitoyl-GPC (16:0),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199733,GCST90199733 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-palmitoyl-GPC (16:0),1-palmitoyl-GPC (16:0) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199733,gcst90199733/gcst90199629
M_342,GCST90199742,GCST90199629,1-linoleoyl-gpc (18:2),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90199742,GCST90199742 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-linoleoyl-gpc (18:2),1-linoleoyl-gpc (18:2) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90199742,gcst90199742/gcst90199629
M_343,GCST90200095,GCST90199629,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90200095,GCST90200095 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-linoleoyl-2-linolenoyl-GPC (18:2/18:3),1-linoleoyl-2-linolenoyl-GPC (18:2/18:3) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90200095,gcst90200095/gcst90199629
M_344,GCST90200102,GCST90199629,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90200102,GCST90200102 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3),1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90200102,gcst90200102/gcst90199629
M_345,GCST90200070,GCST90199629,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90200070,GCST90200070 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1),1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90200070,gcst90200070/gcst90199629
M_346,GCST90200073,GCST90199629,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6),Glycerophosphorylcholine (GPC),溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199629 / GCST90200073,GCST90200073 / GCST90199629,Glycerophosphorylcholine (GPC) / 1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) / Glycerophosphorylcholine (GPC),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199629/gcst90200073,gcst90200073/gcst90199629
M_347,GCST90200074,GCST90199638,1-linoleoyl-GPG (18:2),Glycerol 3-phosphate,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,中,,,GCST90199638 / GCST90200074,GCST90200074 / GCST90199638,Glycerol 3-phosphate / 1-linoleoyl-GPG (18:2),1-linoleoyl-GPG (18:2) / Glycerol 3-phosphate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199638/gcst90200074,gcst90200074/gcst90199638
M_348,GCST90200075,GCST90199808,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90200075,GCST90200075 / GCST90199808,Glycerophosphoethanolamine / 1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2),1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (p-16:0/18:2) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90200075,gcst90200075/gcst90199808
M_349,GCST90200076,GCST90199808,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2),Glycerophosphoethanolamine,溶血磷脂,Lysophospholipids,甘油磷脂-胆碱-肌醇代谢,高,,,GCST90199808 / GCST90200076,GCST90200076 / GCST90199808,Glycerophosphoethanolamine / 1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2),1-(1-enyl-stearoyl)-2-linoleoyl-GPE (p-18:0/18:2) / Glycerophosphoethanolamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199808/gcst90200076,gcst90200076/gcst90199808
